"id","from_visit","place_id","visit_date","visit_type","session"
16453,0,178656,1340229227577602,1,0
16454,16453,178657,1340229249003755,1,0
16455,16454,178658,1340229255604871,1,0
16456,0,178659,1340229318713652,1,0
16457,0,178660,1340229350589133,1,0
16458,0,178659,1340229388478211,1,0
16459,16458,178661,1340229392672523,1,0
16460,16459,178662,1340229398333564,1,0
16461,16458,178663,1340229455002403,1,0
16462,16461,178664,1340229460709250,1,0
16463,16451,178665,1340229555251185,1,0
16464,16463,178666,1340229555805365,5,0
16465,16464,178667,1340229598031066,1,0
16466,16465,178668,1340229609796634,1,0
16467,16458,178669,1340229680965223,1,0
16468,16467,178670,1340229687157757,1,0
16469,0,178563,1340229706288442,2,0
16470,16469,178671,1340229786543455,1,0
16471,16470,178672,1340229794893608,1,0
16472,16471,178508,1340229819550140,1,0
16473,16472,178673,1340229833024840,1,0
16474,16458,178674,1340229944014912,1,0
16475,16474,178675,1340229944491831,1,0
16476,16458,178676,1340230001375043,1,0
16477,16476,178677,1340230007034095,1,0
16478,16477,178678,1340230007505687,5,0
16479,0,178679,1340230167783676,2,0
16480,16479,178680,1340230176902411,1,0
16481,16480,178681,1340230199340838,1,0
16482,16480,178682,1340230306773568,1,0
16483,16482,178683,1340230324583919,1,0
16484,16483,178684,1340230408188944,1,0
16485,16482,178685,1340230430896026,1,0
16486,16482,178686,1340230629736447,1,0
16487,16482,178687,1340230810286619,1,0
16488,16487,178688,1340230822810047,1,0
16489,16487,178689,1340230930064207,1,0
16490,16487,178690,1340231075949778,1,0
16491,16490,178691,1340231102701068,1,0
16492,16490,178692,1340231106734714,1,0
16493,16492,178693,1340231204891595,1,0
16494,16493,178694,1340231220827458,1,0
16495,16494,178695,1340231232639139,1,0
16496,16495,178696,1340231245605916,1,0
16497,16496,178697,1340231265805655,1,0
16498,16496,178698,1340231484680554,1,0
16499,16498,178699,1340231506176195,1,0
16500,16499,178700,1340231514693467,1,0
16501,16500,178701,1340231530891271,1,0
16502,16500,178702,1340231572839548,1,0
16503,16502,178699,1340231577656987,1,0
16504,16503,178703,1340231591559960,1,0
16505,16503,178704,1340231723681646,1,0
16506,16503,178698,1340231787404802,1,0
16507,16506,178705,1340231792461818,1,0
16508,16506,178706,1340231873446849,1,0
16509,16506,178707,1340231966600356,1,0
16510,16506,178695,1340231974711978,1,0
16511,16509,178708,1340232142435772,1,0
16512,0,178709,1340232184753961,1,0
16513,16512,178710,1340232189895168,6,0
16514,16513,178711,1340232190122203,6,0
16515,0,178712,1340232193151432,1,0
16516,0,178713,1340232194789294,1,0
16517,0,178714,1340232205876930,1,0
16518,16517,178715,1340232225092840,1,0
16519,0,178716,1340232230907826,1,0
16520,16518,178717,1340232466780973,1,0
16521,16520,178718,1340232601051764,1,0
16522,0,178719,1340234219101177,1,0
16523,16522,178720,1340234451788852,1,0
16524,16523,178721,1340234541697399,1,0
16525,16524,178722,1340234737034129,1,0
16526,0,168307,1340234879815494,1,0
16527,0,167837,1340234893807474,2,0
16528,0,171153,1340234908006342,2,0
16529,16527,178008,1340234917693311,1,0
16530,16528,178723,1340234956691787,1,0
16531,0,178724,1340240910109069,1,0
16532,16531,178725,1340240915524569,6,0
16533,16532,178726,1340240915954330,6,0
16534,16533,178727,1340240928538997,1,0
16535,0,168309,1340242736560169,1,0
16536,16535,172877,1340242748485602,6,0
16537,16536,178728,1340242750047645,6,0
16538,16537,178729,1340242751201443,6,0
16539,16538,176291,1340242753248069,6,0
16540,0,176292,1340242756212682,1,0
16541,0,178730,1340242761306217,1,0
16542,0,176292,1340242766157625,1,0
16543,0,178731,1340242769041679,1,0
16544,0,178732,1340242799103335,1,0
16545,0,176292,1340242825509264,1,0
16546,0,178733,1340242829164488,1,0
16547,0,176292,1340242842516907,1,0
16548,0,178734,1340307981946347,1,0
16549,0,176292,1340307995458330,1,0
16550,0,178735,1340307997373611,1,0
16551,0,178736,1340308004161282,1,0
16552,16551,178737,1340308009453805,6,0
16553,0,178738,1340308022079665,1,0
16554,16553,178739,1340308027626098,6,0
16555,0,178740,1340308037432900,1,0
16556,16555,178741,1340308079400325,1,0
16557,16552,178742,1340308092175828,1,0
16558,16557,178743,1340308103744989,1,0
16559,16557,178744,1340308107962333,1,0
16560,16557,178745,1340308115339905,1,0
16561,16556,178746,1340308124785570,1,0
16562,16561,178747,1340308125257587,6,0
16563,0,178748,1340308132676061,1,0
16564,16563,178749,1340308136590922,1,0
16565,0,176292,1340308195026593,1,0
16566,16559,178750,1340308397248694,1,0
16567,16566,178751,1340308402181397,1,0
16568,0,178752,1340308439816429,1,0
16569,0,178753,1340308454024583,1,0
16570,16569,178754,1340308460325527,1,0
16571,0,178753,1340308471115602,1,0
16572,16571,178745,1340308473814266,1,0
16573,0,167998,1340308492981379,1,0
16574,0,167837,1340308501810851,2,0
16575,16574,178008,1340308563034536,1,0
16576,0,178755,1340308715224539,2,0
16577,16576,178756,1340308720630234,5,0
16578,16577,178757,1340308720847226,5,0
16579,16578,178758,1340308721043901,6,0
16580,0,168370,1340308949500251,1,0
16581,0,168156,1340309078656202,1,0
16582,0,168303,1340309326094520,1,0
16583,16582,178759,1340309437610999,1,0
16584,0,176372,1340309468320922,1,0
16585,0,177741,1340309539534612,1,0
16586,0,170969,1340309545396849,1,0
16587,0,177741,1340309688300797,1,0
16588,0,168157,1340309702915008,1,0
16589,16588,178760,1340309721097628,1,0
16590,16589,178761,1340309813848371,1,0
16591,16590,178762,1340309814053114,5,0
16592,0,168158,1340309832338128,1,0
16593,0,168159,1340309920717107,1,0
16594,0,168004,1340309926006143,1,0
16595,16594,178763,1340309945487293,1,0
16596,0,176680,1340309965259375,1,0
16597,0,168197,1340310049673354,1,0
16598,16597,178615,1340310072841392,1,0
16599,16598,178616,1340310091079628,1,0
16600,16599,178617,1340310091827373,6,0
16601,0,172093,1340310147279212,2,0
16602,0,178764,1340310153220668,1,0
16603,0,178765,1340310166580740,1,0
16604,0,178766,1340310184261908,1,0
16605,0,178767,1340310185460193,1,0
16606,0,178768,1340310208756470,1,0
16607,0,178769,1340310209840414,1,0
16608,0,178770,1340310221603195,1,0
16609,0,178771,1340310222506486,1,0
16610,0,178772,1340310223025199,1,0
16611,16600,178773,1340310239196452,1,0
16612,0,178774,1340310257508612,1,0
16613,0,178775,1340310258012139,1,0
16614,0,178764,1340310265744855,1,0
16615,0,178776,1340310294054712,1,0
16616,0,174839,1340310455405583,2,0
16617,16616,174840,1340310460736753,5,0
16618,16617,178777,1340310460936797,6,0
16619,16618,174840,1340310461095955,6,0
16620,16619,174841,1340310466488565,6,0
16621,16620,178778,1340310483582180,1,0
16622,16621,178779,1340310483751375,6,0
16623,16622,178780,1340310484025221,6,0
16624,16623,174842,1340310492671897,1,0
16625,16624,178781,1340310493039334,6,0
16626,16625,178782,1340310498630056,6,0
16627,16626,178783,1340310499076917,6,0
16628,16627,178626,1340310499242275,6,0
16629,0,167816,1340310638439076,3,0
16630,0,167816,1340310740629989,3,0
16631,0,167837,1340312956546519,1,0
16632,16631,178008,1340312967543500,1,0
16633,16632,178784,1340312978397791,1,0
16634,0,178232,1340314106645888,1,0
16635,0,168298,1340314154559504,2,0
16636,16635,177826,1340314155140455,6,0
16637,0,167994,1340314161218891,2,0
16638,0,178785,1340314170155033,2,0
16639,16638,178786,1340314175368160,6,0
16640,16639,178787,1340314232017460,1,0
16641,0,178789,1340314292143143,1,0
16642,0,178790,1340314309481801,1,0
16643,0,178791,1340314337091993,1,0
16644,0,178792,1340314361312307,1,0
16645,16640,178793,1340314388955149,1,0
16646,16640,178794,1340314470739982,1,0
16647,16646,178795,1340314476366664,6,0
16648,16647,178796,1340314507177711,1,0
16649,16648,178797,1340314507259891,6,0
16650,16649,178798,1340314507365007,6,0
16651,16650,178799,1340314541407312,1,0
16652,16651,178800,1340314574673779,1,0
16653,16636,178801,1340314673911015,1,0
16654,16653,178802,1340314679096178,6,0
16655,16654,178803,1340314743183879,1,0
16656,0,167994,1340314763020902,2,0
16657,0,178805,1340314796115829,1,0
16658,0,178806,1340314817494246,1,0
16659,16636,178801,1340314842409508,1,0
16660,16659,178802,1340314842671795,6,0
16661,16660,178807,1340314860720860,1,0
16662,16660,178808,1340314881169747,1,0
16663,16660,178809,1340314926822120,1,0
16664,16663,178810,1340314935457879,1,0
16665,16661,178811,1340315048760485,1,0
16666,0,178812,1340315145720965,1,0
16667,0,178813,1340315149418599,1,0
16668,16667,178814,1340315150897727,6,0
16669,16666,178815,1340315150914706,6,0
16670,16668,178816,1340315151110410,6,0
16671,16669,178817,1340315151175919,6,0
16672,16670,178818,1340315160822692,1,0
16673,16672,178819,1340315256403240,1,0
16674,0,171153,1340315718713646,2,0
16675,0,168380,1340315760495313,2,0
16676,16675,168381,1340315766325473,5,0
16677,0,178818,1340315783165258,2,0
16678,16677,178820,1340315810072261,1,0
16679,16676,175549,1340315818694629,1,0
16680,16679,177863,1340315845804296,1,0
16681,16678,178821,1340315868528720,1,0
16682,16680,178822,1340315908295923,1,0
16683,16682,178823,1340315914388048,1,0
16684,0,168404,1340318529989572,2,0
16685,16684,168405,1340318530129412,1,0
16686,16685,172877,1340318541181737,6,0
16687,16686,178824,1340318543374006,6,0
16688,16687,178825,1340318543946854,6,0
16689,16688,176291,1340318545163381,6,0
16690,0,176292,1340318550794330,1,0
16691,0,178826,1340320527987011,1,0
16692,0,178827,1340320724833011,1,0
16693,0,178828,1340320944491773,1,0
16694,0,177883,1340321195796789,2,0
16695,16694,178829,1340321206854991,1,0
16696,16695,178830,1340321210118854,1,0
16697,16696,178831,1340321212028217,1,0
16698,16695,178832,1340321236199307,1,0
16699,16698,178833,1340321247656497,1,0
16700,16695,178834,1340321263803143,1,0
16701,16695,178835,1340321277039213,1,0
16702,16695,178836,1340321285728866,1,0
16703,16695,178837,1340321295551586,1,0
16704,16695,178838,1340321308533515,1,0
16705,16704,178839,1340321317489659,1,0
16706,16704,178840,1340321328746865,1,0
16707,16706,178841,1340321331441236,1,0
16708,0,176946,1340321350007195,1,0
16709,0,178842,1340321352747664,1,0
16710,16708,178843,1340321355169768,6,0
16711,16709,178844,1340321355212575,6,0
16712,16711,178845,1340321371134219,1,0
16713,16710,178846,1340321386372861,1,0
16714,16711,178847,1340321402052032,1,0
16715,0,178848,1340321465295193,2,0
16716,0,168303,1340321479130454,1,0
16717,16715,178849,1340321485886436,1,0
16718,16717,178850,1340321490353481,1,0
16719,16718,178851,1340321496256675,1,0
16720,16719,178852,1340321496486257,5,0
16721,0,167837,1340321760312345,1,0
16722,16721,178853,1340321760420889,6,0
16723,16722,178854,1340321771923207,1,0
16724,16723,178855,1340321772047462,6,0
16725,16724,178856,1340322025126653,1,0
16726,16725,178857,1340322143184484,1,0
16727,16726,178858,1340322161343927,1,0
16728,16727,178859,1340322179458422,1,0
16729,16728,178860,1340322179879149,5,0
16730,16729,178861,1340322248338441,1,0
16731,16730,178862,1340322259589938,1,0
16732,16731,178863,1340322263564643,1,0
16733,16732,178864,1340322265823093,1,0
16734,16733,178865,1340322267361345,1,0
16735,16734,178866,1340322268388372,1,0
16736,16735,178867,1340322269342119,1,0
16737,16736,178868,1340322270203300,1,0
16738,16737,178869,1340322272683803,1,0
16739,16738,178870,1340322273743415,1,0
16740,16739,178871,1340322275446469,1,0
16741,16740,178872,1340322277429803,1,0
16742,16741,178873,1340322278413083,1,0
16743,16742,178874,1340322279347470,1,0
16744,16743,178875,1340322285036774,1,0
16745,16744,178876,1340322286045681,1,0
16746,16745,178877,1340322286950353,1,0
16747,16746,178878,1340322288708925,1,0
16748,16747,178879,1340322289563155,1,0
16749,16748,178880,1340322290852496,1,0
16750,16727,178881,1340322388434238,1,0
16751,16750,178882,1340322397030311,1,0
16752,16751,178883,1340322398338761,1,0
16753,16752,178881,1340322407904823,1,0
16754,16753,178884,1340322414987854,1,0
16755,16754,178885,1340322416078270,1,0
16756,16755,178886,1340322463287284,1,0
16757,16756,178887,1340322466931089,1,0
16758,16757,178885,1340322473133292,1,0
16759,16758,178888,1340322479506566,1,0
16760,16759,178889,1340322516594428,1,0
16761,16760,178890,1340322953154951,1,0
16762,16761,178891,1340322957033881,1,0
16763,16762,178892,1340322959403902,1,0
16764,0,168309,1340324324004062,1,0
16765,0,167998,1340324332978308,1,0
16766,16765,171013,1340324333111711,6,0
16767,16766,171014,1340324334522823,6,0
16768,16764,172877,1340324336363532,6,0
16769,0,178894,1340324348078482,1,0
16770,16769,178895,1340324348681395,6,0
16771,16770,176291,1340324349552856,6,0
16772,0,176292,1340324351130171,1,0
16773,0,178896,1340324352897729,1,0
16774,0,176292,1340324382919663,1,0
16775,0,178897,1340324387390689,1,0
16776,0,178898,1340324397152330,1,0
16777,16776,178899,1340324397455240,6,0
16778,0,178900,1340324401978197,1,0
16779,16778,178901,1340324402227854,6,0
16780,16777,178902,1340324408130638,1,0
16781,16779,178903,1340324409865539,1,0
16782,0,176292,1340324412727618,1,0
16783,0,178904,1340324415993131,1,0
16784,0,176292,1340324537194142,1,0
16785,0,178905,1340324711532462,1,0
16786,0,172967,1340324743640376,1,0
16787,16786,178906,1340324743708710,6,0
16788,16787,178907,1340324749004361,6,0
16789,16788,178908,1340324944875011,1,0
16790,16789,178909,1340324950157000,1,0
16791,16790,172967,1340324950290446,1,0
16792,16791,172968,1340324950475129,6,0
16793,0,178910,1340325044751181,1,0
16794,0,178911,1340325054282226,1,0
16795,0,178912,1340325107728824,1,0
16796,16785,178913,1340325333257158,1,0
16797,0,178914,1340325577306895,1,0
16798,16796,178915,1340325911528520,1,0
16799,16798,178916,1340325924897717,1,0
16800,0,178917,1340325985163178,1,0
16801,0,178918,1340326033520609,1,0
16802,0,178919,1340326086886428,1,0
16803,16802,178920,1340326109258998,1,0
16804,16803,178921,1340326109325985,5,0
16805,16804,178922,1340326115192520,6,0
16806,0,178923,1340326159306879,1,0
16807,0,168197,1340348194534926,2,0
16808,16807,168682,1340348205555408,6,0
16809,0,168303,1340348211217925,1,0
16810,16808,168683,1340348214673333,1,0
16811,16810,168197,1340348227947130,1,0
16812,16809,178924,1340348257912510,1,0
16813,16812,178925,1340348263452287,1,0
16814,16811,178615,1340348322223737,1,0
16815,16814,178616,1340348338511183,1,0
16816,16815,178617,1340348339749912,6,0
16817,0,172093,1340348364216349,2,0
16818,0,178926,1340348369931653,1,0
16819,0,178927,1340348432037908,1,0
16820,0,178928,1340348432820022,1,0
16821,0,167837,1340348532249916,1,0
16822,16821,178232,1340348543253267,1,0
16823,16822,178008,1340348556140938,1,0
16824,0,168303,1340348570999894,1,0
16825,0,178929,1340348748007730,1,0
16826,16825,178930,1340348749032006,5,0
16827,0,178931,1340348932479218,2,0
16828,16827,178932,1340348937673200,5,0
16829,16828,178933,1340348942901812,6,0
16830,16829,178934,1340348943046042,6,0
16831,16830,178935,1340348943129150,6,0
16832,16831,178936,1340348951589749,1,0
16833,16832,178937,1340348971955621,1,0
16834,16833,178938,1340348977218508,6,0
16835,16834,178939,1340348977378441,6,0
16836,16835,178940,1340348977476399,6,0
16837,16836,178941,1340348977619551,6,0
16838,16831,178942,1340349264839087,1,0
16839,16838,178943,1340349265008235,6,0
16840,16824,176370,1340349295760511,1,0
16841,16840,176371,1340349296639629,6,0
16842,0,178944,1340349305584603,1,0
16843,0,178945,1340349370983807,1,0
16844,0,178946,1340349382930434,1,0
16845,0,178947,1340349412868349,1,0
16846,0,178948,1340349441899878,1,0
16847,16839,178949,1340349601788454,1,0
16848,16847,178950,1340349607132126,6,0
16849,0,178951,1340349700272677,1,0
16850,16849,178952,1340349743272932,1,0
16851,16848,178953,1340349846198196,1,0
16852,16851,178954,1340349852484949,1,0
16853,16850,178955,1340349987585764,1,0
16854,16850,178956,1340350021316597,1,0
16855,16854,178957,1340350026611503,6,0
16856,16853,178958,1340350080757090,1,0
16857,16856,178959,1340350087057559,1,0
16858,16857,178960,1340350093871148,1,0
16859,0,178961,1340350103891467,8,0
16860,0,168381,1340392751259225,2,0
16861,0,178962,1340392752651377,1,0
16862,0,178963,1340392825954737,1,0
16863,16860,175549,1340392860705795,1,0
16864,16863,177863,1340392915440384,1,0
16865,16864,178964,1340392950887005,1,0
16866,16865,178965,1340392970892908,1,0
16867,16865,178966,1340392985065529,1,0
16868,16867,178967,1340393024074505,1,0
16869,16868,178968,1340393048371311,1,0
16870,16869,178969,1340393073045299,1,0
16871,16870,178970,1340393087121091,1,0
16872,16871,178971,1340393108153885,1,0
16873,0,177952,1340393139376055,2,0
16874,16873,178972,1340393147566913,1,0
16875,16874,178973,1340393149098617,6,0
16876,16875,178974,1340393174454984,1,0
16877,16875,178975,1340393176282701,1,0
16878,0,177952,1340394287499904,2,0
16879,16878,178976,1340394314214374,1,0
16880,16879,178977,1340394316221245,6,0
16881,16880,178978,1340394353897881,1,0
16882,0,178979,1340403361852974,1,0
16883,16882,178980,1340403367003192,6,0
16884,16883,178981,1340403367234386,6,0
16885,16884,178982,1340403450836694,1,0
16886,0,168303,1340403621562901,1,0
16887,0,167998,1340403748315421,1,0
16888,0,170969,1340404025770497,1,0
16889,0,168197,1340404163291743,2,0
16890,16889,178615,1340404184805661,1,0
16891,16890,178616,1340404197765126,1,0
16892,16891,178617,1340404198523315,6,0
16893,0,172093,1340404278516838,2,0
16894,0,178983,1340404281316751,1,0
16895,0,178984,1340404317317821,1,0
16896,0,178985,1340404318704930,1,0
16897,0,178986,1340434751835998,1,0
16898,16897,178987,1340434756987973,6,0
16899,16898,178988,1340434757173613,6,0
16900,16899,178989,1340434769811158,1,0
16901,16899,178990,1340434786062692,1,0
16902,16899,178991,1340435132474894,1,0
16903,16901,178992,1340435220430323,1,0
16904,16901,178993,1340435225859694,1,0
16905,16904,178994,1340435226268472,5,0
16906,16903,178995,1340435256860547,1,0
16907,16906,178996,1340435265729484,1,0
16908,0,178997,1340435318849632,1,0
16909,0,167994,1340446827919642,2,0
16910,16909,178998,1340446833352401,1,0
16911,0,168309,1340446860395452,1,0
16912,16911,172877,1340446871030718,6,0
16913,16912,178999,1340446872200447,6,0
16914,16913,179000,1340446873049509,6,0
16915,16914,176291,1340446874292626,6,0
16916,0,176292,1340446876596665,1,0
16917,0,168506,1340446880046560,2,0
16918,16917,174534,1340446885232536,5,0
16919,0,179001,1340446891622019,1,0
16920,0,176292,1340446902834832,1,0
16921,16918,179002,1340446914292461,1,0
16922,16918,179003,1340446934498103,1,0
16923,0,179004,1340446940754739,1,0
16924,0,176292,1340446943427794,1,0
16925,0,179005,1340446944824756,1,0
16926,0,176292,1340446964932741,1,0
16927,0,168197,1340447319411211,2,0
16928,16927,178615,1340447336060662,1,0
16929,16928,178616,1340447347274121,1,0
16930,16929,178617,1340447348059141,6,0
16931,0,172093,1340447368137078,2,0
16932,0,179006,1340447372555099,1,0
16933,0,179007,1340447503874966,1,0
16934,0,179008,1340447509923017,1,0
16935,0,179006,1340447519893763,1,0
16936,0,179009,1340447527834566,1,0
16937,0,179010,1340447575698508,1,0
16938,0,179011,1340447589829581,1,0
16939,0,179012,1340447596973188,1,0
16940,0,179013,1340447616884745,1,0
16941,0,179014,1340447622257470,1,0
16942,0,179015,1340447626538043,1,0
16943,0,179016,1340447634433393,1,0
16944,0,179017,1340447640035832,1,0
16945,0,179018,1340447653538319,1,0
16946,0,179019,1340447662109058,1,0
16947,0,179020,1340447666477731,1,0
16948,0,179021,1340447693653537,1,0
16949,0,179022,1340447701328544,1,0
16950,0,179023,1340447710714634,1,0
16951,0,179024,1340447724534315,1,0
16952,0,179025,1340447735287963,1,0
16953,0,179026,1340447743589543,1,0
16954,0,179027,1340447750737291,1,0
16955,0,179028,1340447765982362,1,0
16956,0,179029,1340447782643430,1,0
16957,0,179006,1340447790782635,1,0
16958,16930,178773,1340447841379938,1,0
16959,0,179030,1340447874460748,1,0
16960,0,179031,1340447913120060,1,0
16961,0,179032,1340447913826888,1,0
16962,0,179033,1340447930211424,1,0
16963,0,178617,1340480421094118,1,0
16964,16963,178618,1340480421357434,6,0
16965,16964,178616,1340480447857149,1,0
16966,16965,178617,1340480448594279,6,0
16967,0,179034,1340480495734355,2,0
16968,16967,179035,1340480496016522,6,0
16969,16968,179036,1340480500788309,1,0
16970,16969,179037,1340480505701694,1,0
16971,16970,179036,1340480509454918,1,0
16972,16971,179035,1340480513082794,1,0
16973,0,177952,1340480545964629,2,0
16974,16973,179038,1340480555017613,1,0
16975,16974,179039,1340480556739266,6,0
16976,16975,179040,1340480571910559,1,0
16977,16976,179041,1340480626871814,1,0
16978,16977,179042,1340480628326506,6,0
16979,16978,179043,1340480660509152,1,0
16980,16978,179044,1340480673750918,1,0
16981,16978,179045,1340480708268987,1,0
16982,16978,179043,1340480718707962,1,0
16983,16982,179046,1340480734135585,1,0
16984,16983,179047,1340480735844892,6,0
16985,16984,179048,1340480739480741,1,0
16986,16985,179049,1340480741302916,6,0
16987,0,179050,1340480758766250,2,0
16988,16987,177056,1340480764224399,5,0
16989,16988,179051,1340480783895706,1,0
16990,16986,179052,1340480816844294,1,0
16991,16990,179053,1340480828206045,1,0
16992,16991,179054,1340480844860143,1,0
16993,16992,179055,1340480846744212,6,0
16994,16993,179056,1340480861542776,1,0
16995,16993,179057,1340480870048713,1,0
16996,16995,179058,1340480871933487,6,0
16997,16996,179059,1340480880871429,1,0
16998,0,171153,1340489881827919,2,0
16999,16998,179060,1340489949417756,1,0
17000,16999,171580,1340489981384587,1,0
17001,17000,172370,1340490044539243,1,0
17002,17001,175809,1340490076794272,1,0
17003,17002,179061,1340490110447462,1,0
17004,17003,175312,1340490116427386,1,0
17005,17004,179062,1340490122781278,1,0
17006,0,168404,1340494130880689,2,0
17007,17006,168405,1340494136209964,1,0
17008,17007,172877,1340494141707739,6,0
17009,17008,179063,1340494149234553,6,0
17010,17009,179064,1340494149705585,6,0
17011,17010,176291,1340494150715662,6,0
17012,0,176292,1340494153594611,1,0
17013,0,177752,1340494164133671,1,0
17014,17013,177392,1340494164915979,6,0
17015,0,177393,1340494168961627,1,0
17016,0,172739,1340494169884346,1,0
17017,17016,172740,1340494169920880,1,0
17018,0,179065,1340494176325978,1,0
17019,0,177393,1340494186095972,1,0
17020,0,179066,1340534517002304,1,0
17021,17020,179067,1340534522463305,6,0
17022,17021,179068,1340534523073255,6,0
17023,0,168303,1340534531455955,1,0
17024,17022,179069,1340534532071616,1,0
17025,0,173803,1340534584185619,2,0
17026,17025,179070,1340534611667365,1,0
17027,0,168404,1340534615806080,2,0
17028,17027,168405,1340534620942125,1,0
17029,17028,172877,1340534626394659,6,0
17030,17029,179071,1340534627153755,6,0
17031,17030,179072,1340534627705308,6,0
17032,17031,176291,1340534628660914,6,0
17033,0,176292,1340534630498419,1,0
17034,17026,179073,1340534649801967,1,0
17035,0,177752,1340534675237465,1,0
17036,17035,177392,1340534675851702,6,0
17037,0,179074,1340534677895750,1,0
17038,0,177393,1340534678453445,1,0
17039,0,179075,1340534705374483,1,0
17040,17034,179076,1340534721498639,1,0
17041,17040,179077,1340534726691621,1,0
17042,0,179078,1340534744217132,1,0
17043,17042,177209,1340534744729502,6,0
17044,0,177210,1340534746676369,1,0
17045,0,179079,1340534755979380,1,0
17046,0,179080,1340534759417014,1,0
17047,0,179079,1340534788027093,1,0
17048,17041,179081,1340534864551856,1,0
17049,17048,179082,1340534887456916,1,0
17050,17049,179083,1340534892288782,1,0
17051,17050,179084,1340534943781846,1,0
17052,17051,179085,1340534954255674,1,0
17053,0,179080,1340535156909363,1,0
17054,0,177395,1340535392611128,1,0
17055,0,177393,1340535394701090,1,0
17056,0,177210,1340535403838936,1,0
17057,0,179086,1340535443229200,1,0
17058,0,179069,1340536100743159,2,0
17059,17058,179087,1340536120310890,1,0
17060,0,168298,1340536168820513,2,0
17061,17060,177826,1340536169171976,6,0
17062,0,167994,1340536338426969,2,0
17063,0,179089,1340536363306786,1,0
17064,0,179090,1340536398536161,1,0
17065,0,179091,1340557552943604,1,0
17066,17065,179092,1340557558103831,6,0
17067,17066,179093,1340557558268999,6,0
17068,0,179050,1340557564265460,2,0
17069,17068,177056,1340557569648819,5,0
17070,17067,179094,1340557574883168,1,0
17071,17070,179095,1340557583684198,1,0
17072,17071,179096,1340557605527988,1,0
17073,17072,179097,1340557610456606,1,0
17074,17069,179098,1340557656151203,1,0
17075,17074,179099,1340557676078801,1,0
17076,17075,179100,1340557702085208,1,0
17077,17075,179101,1340557719373078,1,0
17078,17075,179102,1340557728619083,1,0
17079,0,177952,1340557815241780,2,0
17080,17079,179103,1340557828527068,1,0
17081,17080,179104,1340557830705181,6,0
17082,17081,179105,1340557865618296,1,0
17083,0,179106,1340566623684551,1,0
17084,0,179107,1340566627382173,1,0
17085,0,179108,1340566634893454,1,0
17086,0,178088,1340566644082702,1,0
17087,0,179109,1340566693682802,1,0
17088,17087,179110,1340566757013071,1,0
17089,17087,179111,1340566767802972,1,0
17090,17087,179112,1340566890572355,1,0
17091,17087,179113,1340566905887305,1,0
17092,17087,179114,1340566941747186,1,0
17093,17087,179115,1340567013442153,1,0
17094,0,179116,1340568139198408,1,0
17095,0,179117,1340568273359972,1,0
17096,0,179118,1340568568811355,1,0
17097,0,179119,1340568904185031,1,0
17098,0,179120,1340568934514898,1,0
17099,0,177952,1340569119612103,2,0
17100,0,179121,1340569180372192,1,0
17101,0,179122,1340569195377899,1,0
17102,0,179123,1340569202880143,1,0
17103,17102,179124,1340569626072529,1,0
17104,17103,179125,1340569636993125,1,0
17105,17104,179126,1340569641883601,1,0
17106,17105,179127,1340569646067771,1,0
17107,17106,179128,1340569649388326,1,0
17108,17107,179129,1340569652999350,1,0
17109,17108,179130,1340569660795887,1,0
17110,17109,179131,1340569666497977,6,0
17111,17099,179132,1340569711664767,1,0
17112,17111,179133,1340569713213308,6,0
17113,17112,179134,1340569736472744,1,0
17114,17112,179135,1340569770167737,1,0
17115,17112,179136,1340569806436206,1,0
17116,17112,179135,1340569852228939,1,0
17117,0,168314,1340570051972838,2,0
17118,17117,176292,1340570053296723,6,0
17119,0,179096,1340570074354155,1,0
17120,0,177752,1340570087131782,1,0
17121,17120,177392,1340570087990473,6,0
17122,0,177393,1340570090222072,1,0
17123,0,179075,1340570110170707,1,0
17124,0,177393,1340570123465795,1,0
17125,0,179137,1340570146294411,1,0
17126,17125,179138,1340570146376256,6,0
17127,17126,179139,1340570146449994,6,0
17128,17127,179140,1340570146620653,5,0
17129,0,179141,1340570303273697,1,0
17130,0,179142,1340570338716343,1,0
17131,17130,179143,1340570399601276,1,0
17132,17130,179144,1340570422595968,1,0
17133,17130,179145,1340570446371316,1,0
17134,17130,179146,1340570530702366,1,0
17135,0,177952,1340570612922101,2,0
17136,17135,179147,1340570625077979,1,0
17137,17136,179148,1340570626963128,6,0
17138,17137,179149,1340570645804802,1,0
17139,17134,179150,1340570710620396,1,0
17140,0,179151,1340574674714260,1,0
17141,0,179152,1340574796379680,1,0
17142,17141,179153,1340574801631256,6,0
17143,17142,179154,1340574801958816,6,0
17144,17143,179155,1340574822038974,1,0
17145,0,179156,1340580751098664,1,0
17146,0,179157,1340580793511615,1,0
17147,0,168404,1340580812838892,2,0
17148,17147,168405,1340580817956154,1,0
17149,17148,172877,1340580823228153,6,0
17150,17149,179158,1340580829809278,6,0
17151,17150,179159,1340580830328356,6,0
17152,17151,176291,1340580831191115,6,0
17153,0,176292,1340580832953914,1,0
17154,0,179094,1340580876933158,2,0
17155,0,168303,1340580896159732,2,0
17156,17155,179160,1340580987614596,1,0
17157,17156,179161,1340580992958128,1,0
17158,17157,179162,1340580998220075,5,0
17159,0,171153,1340581229051244,2,0
17160,0,168197,1340608774051551,2,0
17161,17160,178615,1340608798666458,1,0
17162,17161,178616,1340608810341986,1,0
17163,17162,178617,1340608811138383,6,0
17164,0,172093,1340608851642371,2,0
